dataset,id,group,exact,rows,bytes,hits,like_re2,rich_re2,literal_re2,chain_re2,joint_like_re2,joint_rich_re2,like_atoms,like_offered_bytes,literal_atoms,literal_offered_bytes,chain_atoms,chain_offered_bytes,trained_atoms,trained_offered_bytes,warm_rows,warm_atoms,source_warm_atoms,tail_source_atoms,tail_trained_atoms,cascade_atoms,cascade_offered_bytes,reverse_atoms,reverse_offered_bytes,chain_nodes,chain_leaves,chain_tokens,chain_literal_bytes,chain_relaxations,literal_nodes,literal_leaves,literal_relaxations,like_branches,like_tokens,like_literal_bytes,chain_cache_hits,chain_node_visits,baseline_fallback,chain_fallback,literal_fallback,ordered_re2,ordered_joint_like_re2,ordered_joint_rich_re2,position_atoms,position_visits,position_node_visits,position_cache_hits,position_peak_buffer_bytes,position_peak_memo_entries,ordered_nodes,ordered_leaves,ordered_relaxations,ordered_cascade_atoms,ordered_cascade_offered_bytes
uap,device_parsers:354,device_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,26,0,6,4,0,6,18,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0
uap,device_parsers:355,device_parsers,0,18213,1919759,1,1,1,1,1,1,1,36425,3839401,29984,3517017,18214,1919876,20262,2079580,1024,3072,1024,17190,17190,18215,1919993,36427,3839635,5,3,10,24,0,6,4,0,2,12,29,0,36428,0,0,0,1,1,1,3,678,5,0,236,5,5,3,0,18215,1919993
uap,device_parsers:356,device_parsers,0,18213,1919759,1,1,1,1,1,1,1,36425,3839375,18214,1919902,18214,1919902,20262,2079606,1024,3072,1024,17190,17190,18215,1920045,36427,3839661,5,3,10,25,0,5,3,0,2,12,31,0,36428,0,0,0,1,1,1,3,848,5,0,288,5,5,3,0,18215,1920045
uap,device_parsers:357,device_parsers,0,18213,1919759,6,6,6,312,312,6,6,218514,23031207,30794,3597672,18526,1966542,20590,2128023,1024,3072,1025,17501,17518,22228,2520105,218526,23032893,5,3,12,22,0,6,4,0,12,72,168,0,37051,0,0,0,295,6,6,936,343046,1560,0,538,5,5,3,0,22024,2494749
uap,device_parsers:358,device_parsers,0,18213,1919759,2,3,2,304,3,3,2,18213,1919759,26615,3131906,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920211,18216,1920211,1,1,4,9,0,3,2,0,1,5,9,0,18213,0,0,0,3,3,2,3,1365,3,0,360,1,1,1,0,18216,1920211
uap,device_parsers:359,device_parsers,0,18213,1919759,40,8402,8402,65,65,65,65,18213,1919759,65690,8448010,65690,8448010,72532,9039651,1024,12288,2747,62943,60244,65755,8457816,61638,8216497,22,12,40,43,0,22,12,0,1,3,7,0,141460,0,0,0,53,53,53,540,135255,1037,0,432,22,22,12,0,65743,8456078
uap,device_parsers:360,device_parsers,0,18213,1919759,4,23,22,30,30,23,22,218463,23023362,30515,3555713,30515,3555713,20316,2087085,1024,3072,1600,28915,17244,30782,3595427,218532,23033568,4,3,9,14,0,4,3,0,12,60,240,0,48728,0,0,0,25,23,22,90,23002,120,0,412,4,4,3,0,30722,3586439
uap,device_parsers:361,device_parsers,0,18213,1919759,81,81,81,254,254,81,81,109034,11479599,53458,6718472,53101,6665977,47250,5848123,1024,5120,2345,50756,42130,54381,6871468,109359,11531642,8,5,17,24,0,9,6,0,6,42,108,0,94829,0,0,0,81,81,81,1267,382802,2029,0,402,8,8,5,0,53343,6704854
uap,device_parsers:362,device_parsers,0,18213,1919759,11,11,11,36,36,11,11,436977,46054992,30520,3556499,30520,3556499,20340,2090846,1024,3072,1594,28926,17268,31249,3665243,437010,46059705,4,3,9,14,0,4,3,0,24,90,513,0,48733,0,0,0,36,11,11,108,27204,144,0,416,4,4,3,0,31249,3665243
uap,device_parsers:363,device_parsers,0,18213,1919759,202,303,303,303,303,303,303,651477,68437123,31034,3633469,30481,3550889,19537,2047926,1024,2048,1593,28888,17489,37198,4633272,652083,68534711,3,2,10,14,0,4,3,0,36,216,792,0,48694,0,0,0,303,303,303,606,358264,909,0,464,3,3,2,0,37198,4633272
uap,device_parsers:364,device_parsers,0,18213,1919759,43,54,54,607,123,54,54,109154,11497184,32107,3788000,30481,3550889,19360,2019968,1024,2048,1593,28888,17312,31095,3651661,109262,11515438,3,2,15,11,0,5,4,0,6,72,96,0,48694,0,0,0,123,54,54,246,240588,369,0,464,3,3,2,0,31095,3651661
uap,device_parsers:365,device_parsers,0,18213,1919759,500,18213,18213,1406,1346,1346,1346,0,0,35205,3697958,38502,4021974,40554,4163433,1024,6144,2055,36447,34410,38502,4021974,38502,4021974,9,6,26,20,0,5,3,0,1,1,0,0,76274,1,0,0,1260,1260,1260,8076,2690400,12114,0,528,9,9,6,0,38502,4021974
uap,device_parsers:366,device_parsers,0,18213,1919759,72,72,72,72,72,72,72,18213,1919759,30247,3556134,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18285,1931359,18285,1931359,1,1,5,17,0,4,3,0,1,5,17,0,18213,0,0,0,72,72,72,72,46688,72,0,464,1,1,1,0,18285,1931359
uap,device_parsers:367,device_parsers,0,18213,1919759,474,474,474,5986,5986,474,474,1131855,118767903,49477,6200333,84984,10997156,55256,6749178,1024,9216,3579,81405,46040,446538,64222505,1134843,119186268,12,9,29,16,0,6,4,0,63,441,759,0,126712,0,0,0,1092,474,474,49144,7930226,67100,0,768,12,12,9,0,138216,19092140
uap,device_parsers:368,device_parsers,0,18213,1919759,27,30,30,33,33,30,30,163767,17258146,30514,3555207,18246,1924077,19270,2003929,1024,2048,1024,17222,17222,18393,1943254,163827,17266020,3,2,9,5,0,4,3,0,9,63,57,0,36459,0,0,0,33,30,30,66,27373,99,0,326,3,3,2,0,18393,1943254
uap,device_parsers:369,device_parsers,0,18213,1919759,129,129,129,130,129,129,129,54381,5722443,34423,3826586,18382,1941578,19406,2021430,1024,2048,1024,17358,17358,18511,1959995,54639,5759277,3,2,7,11,0,4,3,0,3,21,34,0,36595,0,0,0,129,129,129,258,80718,387,0,502,3,3,2,0,18511,1959995
uap,device_parsers:370,device_parsers,0,18213,1919759,15,15,15,39,39,15,15,436948,46050924,79551,10075347,79551,10075347,76839,9839647,1024,9216,3870,75681,67623,80323,10185999,437014,46060245,13,9,28,38,0,13,9,0,24,81,354,0,122302,0,0,0,39,15,15,277,73050,396,0,330,13,13,9,0,80323,10185999
uap,device_parsers:371,device_parsers,0,18213,1919759,9,9,9,7676,7618,9,9,764780,80609716,49477,6200333,84921,10990902,64839,7840380,1024,9216,3577,81344,55623,404711,56520916,764839,80617150,12,9,33,11,0,6,4,0,42,399,282,0,126649,0,0,0,1833,9,9,62164,11803818,84862,0,986,12,12,9,0,161741,22323004
uap,device_parsers:372,device_parsers,0,18213,1919759,57,139,57,9154,9151,139,57,326399,34357613,54608,6860733,54602,6860046,56108,6815502,1024,6144,2508,52094,49964,217885,30707513,326957,34434629,10,6,24,24,0,10,6,0,18,138,255,0,106197,0,0,0,711,139,57,43350,10518350,74176,0,768,10,10,6,0,65965,8552213
uap,device_parsers:373,device_parsers,0,18213,1919759,2,2,2,2,2,2,2,218544,23035438,30485,3551369,18217,1920239,20265,2079943,1024,3072,1024,17193,17193,18229,1921905,218548,23035994,5,3,13,25,0,6,4,0,12,72,210,0,36433,0,0,0,2,2,2,6,2384,10,0,282,5,5,3,0,18229,1921905
uap,device_parsers:374,device_parsers,0,18213,1919759,6,6,6,6,6,6,6,218516,23031288,30487,3551759,18219,1920629,20267,2080333,1024,3072,1024,17195,17195,18251,1925249,218528,23033028,5,3,13,23,0,6,4,0,12,72,186,0,36438,0,0,0,6,6,6,18,7760,30,0,316,5,5,3,0,18251,1925249
uap,device_parsers:375,device_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,34,0,6,4,0,6,18,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0
uap,device_parsers:376,device_parsers,0,18213,1919759,15,15,15,93,73,15,15,218455,23023238,30743,3586827,18311,1933894,20353,2092428,1024,3072,1029,17282,17281,19086,2052552,218485,23027358,5,3,15,23,0,8,5,0,12,84,180,0,36608,0,0,0,69,15,15,219,117428,365,0,616,5,5,3,0,19038,2040576
uap,device_parsers:377,device_parsers,0,18213,1919759,4,4,4,4,4,4,4,109266,11516820,30485,3551467,18217,1920337,20265,2080041,1024,3072,1024,17193,17193,18229,1922071,109274,11517976,5,3,11,23,0,6,4,0,6,30,87,0,36434,0,0,0,4,4,4,12,3888,20,0,328,5,5,3,0,18229,1922071
uap,device_parsers:378,device_parsers,0,18213,1919759,7,7,7,656,654,7,7,218513,23031022,55374,6998823,42381,5300248,48902,5935574,1024,6144,1873,40508,42758,50186,6487106,218544,23035389,9,6,21,28,0,10,7,0,12,72,198,0,72280,0,0,0,83,7,7,2444,674359,3855,0,524,9,9,6,0,43334,5443502
uap,device_parsers:379,device_parsers,0,18213,1919759,2,2,2,2,2,2,2,109272,11517756,30483,3551155,18215,1920025,20263,2079729,1024,3072,1024,17191,17191,18221,1920823,109276,11518288,5,3,12,28,0,6,4,0,6,36,117,0,36430,0,0,0,2,2,2,6,2020,10,0,268,5,5,3,0,18221,1920823
uap,device_parsers:380,device_parsers,0,18213,1919759,11,11,11,11,11,11,11,218479,23026034,30492,3552471,18224,1921341,20272,2081045,1024,3072,1024,17200,17200,18279,1929251,218501,23029198,5,3,13,26,0,6,4,0,12,72,216,0,36448,0,0,0,11,11,11,33,13546,55,0,318,5,5,3,0,18279,1929251
uap,device_parsers:381,device_parsers,0,18213,1919759,1,1,1,1,1,1,1,327823,34554265,42750,5182146,42750,5182146,57306,6914284,1024,7168,2162,40588,50138,42757,5183035,327827,34554773,12,7,22,30,0,12,7,0,18,72,279,0,85501,0,0,0,1,1,1,7,1521,12,0,256,12,12,7,0,42757,5183035
uap,device_parsers:382,device_parsers,1,18213,1919759,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,27,29,0,14,9,0,15,45,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0
uap,device_parsers:383,device_parsers,1,18213,1919759,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,18,17,0,10,6,0,12,36,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0
uap,device_parsers:384,device_parsers,0,18213,1919759,3,3,3,178,4,3,3,54636,5758869,33622,3972304,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18222,1921007,54639,5759277,1,1,7,11,0,6,4,0,3,15,36,0,18213,0,0,0,4,3,3,4,3336,4,0,290,1,1,1,0,18222,1921007
uap,device_parsers:385,device_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,16,0,4,3,0,1,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,device_parsers:386,device_parsers,1,18213,1919759,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,12,17,0,6,4,0,6,18,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0
uap,device_parsers:387,device_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,11,0,4,3,0,3,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,device_parsers:388,device_parsers,0,18213,1919759,3,3,3,10,3,3,3,54636,5758831,30968,3615435,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18219,1920651,54639,5759277,1,1,11,11,0,4,3,0,3,27,36,0,18213,0,0,0,3,3,3,3,4490,3,0,318,1,1,1,0,18219,1920651
uap,device_parsers:389,device_parsers,0,18213,1919759,27,56,27,284,278,56,27,109130,11497849,31223,3646322,18875,2003384,20865,2154750,1024,3072,1035,17840,17793,20395,2227695,109243,11513677,5,3,15,22,0,6,4,0,6,54,81,0,37533,0,0,0,164,56,27,834,411020,1390,0,508,5,5,3,0,19711,2129433
uap,device_parsers:390,device_parsers,0,18213,1919759,126,126,126,127,126,126,126,217678,22901893,30960,3618948,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18847,2017332,217804,22921292,1,1,11,19,0,6,4,0,12,72,252,0,18213,0,0,0,126,126,126,126,195250,126,0,450,1,1,1,0,18847,2017332
uap,device_parsers:391,device_parsers,0,18213,1919759,209,814,209,8466,8466,814,209,959863,100258254,30481,3550889,56053,6896050,52724,6289008,1024,10240,2924,53129,42484,489578,69521920,963128,100728529,14,10,33,22,0,3,2,0,54,354,591,0,111070,0,0,0,8452,814,209,84660,24832924,118524,0,768,14,14,10,0,488822,69458254
uap,device_parsers:392,device_parsers,0,18213,1919759,23,18213,18213,18213,18213,18213,18213,0,0,0,0,0,0,0,0,1024,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,39,66,15,0,18213,1,1,1,18213,18213,18213,0,0,18213,0,0,1,1,0,0,0,0
uap,device_parsers:393,device_parsers,0,18213,1919759,2,2,2,2,2,2,2,36424,3839241,18227,1922031,18215,1920036,20263,2079740,1024,3072,1024,17191,17191,18217,1920313,36428,3839795,5,3,10,32,0,6,4,0,2,12,45,0,36430,0,0,0,2,2,2,6,1577,10,0,280,5,5,3,0,18217,1920313
uap,device_parsers:394,device_parsers,0,18213,1919759,12,12,12,12,12,12,12,36414,3837523,18225,1921754,18225,1921754,20274,2081564,1024,3072,1024,17201,17202,18237,1923749,36438,3841513,5,3,10,26,0,5,3,0,2,12,33,0,36450,0,0,0,12,12,12,36,9369,60,0,440,5,5,3,0,18237,1923749
uap,device_parsers:395,device_parsers,0,18213,1919759,189,209,189,234,217,209,189,108651,11423400,30871,3603404,18560,1967578,20603,2126413,1024,3072,1024,17536,17531,19235,2070532,109069,11486836,5,3,12,24,0,6,4,0,6,36,93,0,37052,0,0,0,215,209,189,651,252735,1085,0,450,5,5,3,0,19223,2068558
uap,device_parsers:396,device_parsers,0,18213,1919759,45,45,45,54,54,45,45,109143,11498733,30535,3558908,18267,1927778,20316,2087588,1024,3072,1024,17243,17244,18456,1956071,109233,11511947,5,3,12,27,0,6,4,0,6,36,111,0,36534,0,0,0,54,45,45,162,61965,270,0,416,5,5,3,0,18456,1956071
uap,device_parsers:397,device_parsers,0,18213,1919759,44,44,44,7723,7723,44,44,982246,103488798,55817,6896675,65533,8224850,70202,8449807,1024,12288,3147,62386,57914,481319,69004724,982466,103520068,19,12,47,27,0,14,9,0,54,354,753,0,131712,0,0,0,2693,44,44,79144,18117414,128307,0,768,19,19,12,0,209699,29781932
uap,device_parsers:398,device_parsers,0,18213,1919759,12,12,12,15,15,12,12,218472,23024683,30498,3553199,30514,3555461,47069,5500361,1024,6144,1593,28921,40925,30610,3569604,218520,23031783,10,6,22,24,0,6,4,0,12,78,180,0,61027,0,0,0,15,12,12,90,27234,150,0,434,10,10,6,0,30610,3569604
uap,device_parsers:399,device_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,34,0,6,4,0,6,18,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0
uap,device_parsers:400,device_parsers,1,18213,1919759,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,0,1,1,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,device_parsers:401,device_parsers,0,18213,1919759,11,11,11,11,11,11,11,54629,5758661,18213,1919759,18236,1921426,21294,2159945,1024,4096,1027,17209,17198,18259,1923093,54663,5761089,6,4,12,24,0,1,1,0,3,11,48,0,36460,0,0,0,11,11,11,44,4436,66,0,172,6,6,4,0,18259,1923093
uap,device_parsers:402,device_parsers,0,18213,1919759,38,9520,5768,9426,9426,9426,5744,27922,2613756,34283,3959156,46551,5590286,45006,5338443,1024,4096,2684,43867,40910,56937,7094603,57254,6854610,6,4,14,20,0,5,3,0,2,14,19,0,77032,0,0,0,9407,9407,5741,37704,12142820,56556,0,768,6,6,4,0,56912,7091990
uap,device_parsers:403,device_parsers,0,18213,1919759,5,5,5,44,44,5,5,491666,51821933,30481,3550889,18292,1927820,20303,2083941,1024,3072,1028,17264,17231,19395,2042539,491676,51823293,5,3,12,13,0,3,2,0,27,162,333,0,36549,0,0,0,44,5,5,132,29665,220,0,328,5,5,3,0,19395,2042539
uap,device_parsers:404,device_parsers,0,18213,1919759,51,52,52,52,52,52,52,36381,3834820,18213,1919759,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18272,1925595,36433,3840087,1,1,5,6,0,1,1,0,2,10,14,0,18213,0,0,0,52,52,52,52,21276,52,0,328,1,1,1,0,18272,1925595
uap,device_parsers:405,device_parsers,0,18213,1919759,2,2,2,2,2,2,2,437086,46070512,30485,3551465,18215,1920047,20263,2079751,1024,3072,1024,17191,17191,18237,1923255,437090,46071088,5,3,15,27,0,7,5,0,24,144,468,0,36430,0,0,0,2,2,2,6,3132,10,0,310,5,5,3,0,18237,1923255
uap,device_parsers:406,device_parsers,1,18213,1919759,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,18,36,0,10,6,0,12,36,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0
uap,device_parsers:407,device_parsers,0,18213,1919759,26,26,26,26,26,26,26,218366,23009931,30507,3554626,18239,1923496,20286,2083067,1024,3072,1025,17214,17214,18361,1941163,218418,23017405,5,3,13,25,0,6,4,0,12,72,210,0,36478,0,0,0,26,26,26,78,32706,130,0,336,5,5,3,0,18361,1941163
uap,device_parsers:408,device_parsers,0,18213,1919759,6,15799,15799,18213,18213,15799,15799,60826,3471846,0,0,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,79039,5391605,76625,5306954,1,1,3,0,0,1,0,0,18,108,24,0,18213,0,0,1,18213,15799,15799,36426,7715390,54639,0,986,3,2,1,0,79039,5391605
uap,device_parsers:409,device_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,26,0,6,4,0,6,18,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0
uap,device_parsers:410,device_parsers,1,18213,1919759,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,26,0,7,5,0,24,72,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0
uap,device_parsers:411,device_parsers,0,18213,1919759,26,36,26,6584,177,36,26,218370,23010969,50000,6290045,18473,1961100,20488,2113432,1024,3072,1025,17448,17416,20411,2275929,218442,23021095,5,3,17,22,0,8,5,0,12,108,174,0,36885,0,0,0,129,36,26,531,339822,885,0,462,5,5,3,0,19835,2161689
uap,device_parsers:412,device_parsers,0,18213,1919759,2,2,2,2,2,2,2,109272,11517750,30483,3551157,18215,1920027,20263,2079731,1024,3072,1024,17191,17191,18221,1920831,109276,11518286,5,3,12,27,0,6,4,0,6,36,111,0,36430,0,0,0,2,2,2,6,2086,10,0,272,5,5,3,0,18221,1920831
uap,device_parsers:413,device_parsers,0,18213,1919759,1,1,1,1,1,1,1,54639,5759277,47228,5971803,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18216,1920188,54640,5759420,1,1,7,22,0,5,4,0,3,15,69,0,18213,0,0,0,1,1,1,1,864,1,0,288,1,1,1,0,18216,1920188
uap,device_parsers:414,device_parsers,0,18213,1919759,27,18213,18213,32,32,32,32,0,0,52259,6572190,52291,6576574,66335,8234879,1024,7168,2185,50106,59167,52291,6576574,52291,6576574,11,7,22,25,0,10,6,0,1,1,0,0,93688,1,0,0,29,29,29,215,46037,340,0,364,11,11,7,0,52291,6576574
uap,device_parsers:415,device_parsers,1,18213,1919759,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,27,31,0,16,9,0,36,108,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,0
uap,device_parsers:416,device_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,22,0,7,5,0,12,36,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,device_parsers:417,device_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,17,0,6,4,0,6,18,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,device_parsers:418,device_parsers,1,18213,1919759,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,25,0,4,3,0,3,9,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,device_parsers:419,device_parsers,1,18213,1919759,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,23,0,4,3,0,3,9,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,device_parsers:420,device_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,24,0,4,3,0,3,9,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,device_parsers:421,device_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,18,0,4,3,0,3,9,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,device_parsers:422,device_parsers,0,18213,1919759,7,18213,18213,15,15,15,15,0,0,18265,1927438,18230,1922303,20278,2082007,1024,3072,1024,17206,17206,18230,1922303,18230,1922303,5,3,14,21,0,7,5,0,1,1,0,0,36459,1,0,0,8,8,8,45,20473,75,0,356,5,5,3,0,18230,1922303
uap,device_parsers:423,device_parsers,0,18213,1919759,1,1,1,3,1,1,1,18213,1919759,18244,1924004,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18214,1919930,18214,1919930,1,1,8,16,0,4,3,0,1,8,16,0,18213,0,0,0,1,1,1,1,1204,1,0,344,1,1,1,0,18214,1919930
uap,device_parsers:424,device_parsers,0,18213,1919759,22,22,22,22,22,22,22,54595,5752891,18238,1923252,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18235,1922952,54617,5756084,1,1,5,13,0,3,2,0,3,15,41,0,18213,0,0,0,22,22,22,22,12860,22,0,356,1,1,1,0,18235,1922952
uap,device_parsers:425,device_parsers,0,18213,1919759,3,3,3,4,4,3,3,36423,3839097,34241,3803638,18217,1920325,20265,2080029,1024,3072,1024,17193,17193,18222,1921036,36429,3839939,5,3,13,23,0,6,4,0,2,16,27,0,36434,0,0,0,4,3,3,12,4880,20,0,300,5,5,3,0,18222,1921036
uap,device_parsers:426,device_parsers,0,18213,1919759,12,18213,18213,18213,18213,18213,18213,0,0,0,0,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,18213,1919759,18213,1919759,1,1,6,0,0,1,0,0,1,1,0,0,18213,1,0,1,18213,18213,18213,18213,9689770,18213,0,986,1,1,1,0,18213,1919759
uap,device_parsers:427,device_parsers,0,18213,1919759,1,1,1,1,1,1,1,54637,5758927,36426,3839518,36426,3839518,37450,3919370,1024,3072,2048,34378,34378,36427,3839693,54639,5759277,6,3,9,28,0,6,3,0,3,9,47,0,72853,0,0,0,1,1,1,4,1204,7,0,352,7,6,3,0,36427,3839693
uap,device_parsers:428,device_parsers,0,18213,1919759,1,1,1,1,1,1,1,218545,23035458,30483,3551189,18214,1919909,20262,2079613,1024,3072,1024,17190,17190,18215,1920059,218547,23035758,5,3,13,27,0,8,5,0,12,60,228,0,36428,0,0,0,1,1,1,3,1338,5,0,302,5,5,3,0,18215,1920059
uap,device_parsers:429,device_parsers,0,18213,1919759,21,18213,18213,204,204,204,204,0,0,76170,9742917,76383,9773993,88282,11136157,1024,11264,3318,73065,77018,76383,9773993,76383,9773993,18,11,35,58,0,13,8,0,1,1,0,0,142284,1,0,0,195,195,195,2230,551985,3653,0,508,18,18,11,0,76383,9773993
uap,device_parsers:430,device_parsers,0,18213,1919759,12,12,12,12,12,12,12,327708,34538334,64508,8200647,64508,8200647,75535,9567294,1024,7168,2754,61754,68367,64598,8213127,327759,34545402,12,7,24,41,0,12,7,0,18,84,339,0,118153,0,0,0,12,12,12,84,21718,144,0,314,12,12,7,0,64598,8213127
uap,device_parsers:431,device_parsers,0,18213,1919759,0,0,0,0,0,0,0,109278,11518554,30481,3550889,18213,1919759,20261,2079463,1024,3072,1024,17189,17189,18213,1919759,109278,11518554,5,3,14,25,0,6,4,0,6,48,99,0,36426,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,18213,1919759
uap,device_parsers:432,device_parsers,0,18213,1919759,1,1,1,3,3,1,1,218551,23036443,30498,3553355,18216,1920170,20264,2079874,1024,3072,1024,17192,17192,18247,1924437,218553,23036709,5,3,13,28,0,8,5,0,12,60,240,0,36432,0,0,0,3,1,1,9,3532,15,0,284,5,5,3,0,18247,1924437
uap,device_parsers:433,device_parsers,0,18213,1919759,14,17854,17854,18213,18213,17854,17854,38382,2249783,0,0,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,56595,4169542,56236,4163898,1,1,4,0,0,1,0,0,36,198,81,0,18213,0,0,1,18213,17854,17854,18213,5813862,18213,0,986,1,1,1,0,56595,4169542
uap,device_parsers:434,device_parsers,1,18213,1919759,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,18,23,0,10,6,0,24,72,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0
uap,device_parsers:435,device_parsers,1,18213,1919759,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,25,31,0,13,8,0,36,108,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,0,0,0
uap,device_parsers:436,device_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,0,1,1,0,1,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,device_parsers:437,device_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,14,0,3,2,0,2,6,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,device_parsers:438,device_parsers,1,18213,1919759,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,20,0,1,1,0,1,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
uap,device_parsers:439,device_parsers,0,18213,1919759,22,18213,18213,18213,18213,18213,18213,18213,1919759,0,0,18213,1919759,18213,1919759,1024,1024,1024,17189,17189,36426,3839518,36426,3839518,1,1,3,0,0,1,0,0,8,36,10,0,18213,0,0,1,18213,18213,18213,18213,3875908,18213,0,986,1,1,1,0,36426,3839518
uap,device_parsers:440,device_parsers,0,18213,1919759,1,1,1,1,1,1,1,36425,3839372,18215,1920051,18214,1919905,20262,2079609,1024,3072,1024,17190,17190,18215,1920051,36427,3839664,5,3,10,25,0,6,4,0,2,12,31,0,36428,0,0,0,1,1,1,3,861,5,0,294,5,5,3,0,18215,1920051
