scenario,policy,topology,mode,samples,source,size_bytes,chunk_bytes,mtu,rate_per_s,deadline_us,complete,deadline_pct,usd_per_object,usd_per_GiB,wire_amplification,retries,repairs,duplicates,drops,rejected,peak_active,reserved_payload_bytes,rewrites,delivery_p50_us,delivery_p90_us,delivery_p99_us,delivery_p99.9_us,control_p50_us,control_p90_us,control_p99_us,control_p99.9_us,confirmed_p50_us,confirmed_p90_us,confirmed_p99_us,confirmed_p99.9_us,first_p50_us,first_p90_us,first_p99_us,first_p99.9_us,remote_p50_us,remote_p90_us,remote_p99_us,remote_p99.9_us,max_depth,total_depth
global-bulk,shallow,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,4.146432e-05,0.04245946368,8.98193359375,0,0,0,0,0,5,47185920,0,56301.58146755493,61576.438764663064,67282.48782467097,69284.90749234169,40309.418726102886,40912.93261763704,41910.11836810108,41994.153311075366,96783.05531045538,101888.60613949841,107310.4442673838,109361.34507420777,192.5355108694057,198.0719311707071,387.1427580954827,387.9638415699729,39217.081892313494,40224.3878210737,41523.23922480418,42359.36305511365,3,15
global-bulk,direct,global,propagate,96,a0,1048576,65536,1500,15,100000,96,95.83333333333333,0.0005473920000000058,0.560529408000006,8.98193359375,0,0,0,0,0,5,47185920,0,63372.655113682384,82706.96058057404,109496.05201920927,110512.54345306447,40309.418726102886,40912.93261763704,41921.40185450791,41995.28165971605,104138.47804227503,122972.57852490422,149962.06604660017,150810.07887705122,193.30553897540085,215.96661801298615,1424.9888016614466,1879.7145779141924,58263.89285603809,77955.73749227173,104398.87684128304,105711.56746562802,1,8
global-bulk,shortest,global,propagate,96,a0,1048576,65536,1500,15,100000,96,95.83333333333333,0.0005473920000000058,0.560529408000006,8.98193359375,0,0,0,0,0,5,47185920,0,63372.655113682384,82706.96058057404,109496.05201920927,110512.54345306447,40309.418726102886,40912.93261763704,41921.40185450791,41995.28165971605,104138.47804227503,122972.57852490422,149962.06604660017,150810.07887705122,193.30553897540085,215.96661801298615,1424.9888016614466,1879.7145779141924,58263.89285603809,77955.73749227173,104398.87684128304,105711.56746562802,1,8
global-bulk,cost,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,4.146432e-05,0.04245946368,8.98193359375,0,0,0,0,0,5,47185920,0,56301.58146755493,61576.438764663064,67282.48782467097,69284.90749234169,40309.418726102886,40912.93261763704,41910.11836810108,41994.153311075366,96783.05531045538,101888.60613949841,107310.4442673838,109361.34507420777,192.5593976045493,198.0719311707071,387.1427580954827,387.9638415699729,39217.081892313494,40224.3878210737,41523.23922480418,42359.36305511365,3,16
global-bulk,bounded,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,4.146432e-05,0.04245946368,8.98193359375,0,0,0,0,0,5,47185920,0,56301.58146755493,61576.438764663064,67282.48782467097,69284.90749234169,40309.418726102886,40912.93261763704,41910.11836810108,41994.153311075366,96783.05531045538,101888.60613949841,107310.4442673838,109361.34507420777,192.5593976045493,198.0719311707071,387.1427580954827,387.9638415699729,39206.64673441724,40222.80278645555,41511.845209945306,42384.53742106688,3,15
global-busy,balanced,global,propagate,96,a0,1048576,65536,1500,55,150000,96,100.0,0.00018265343999999823,0.1870371225599982,8.98193359375,0,0,0,0,0,9,84934656,0,49239.400939499465,57075.55828511738,64299.607554845825,65224.516626470046,40320.957653887555,40912.93261763685,41915.189522386645,41994.66042650377,89761.17477008613,97308.17818418429,104765.1013248366,105512.63539151578,195.05596394369786,303.09310421010014,1502.2105584780227,1542.905719422528,44001.972536061294,51452.85009977252,59189.704513654855,60296.57197256988,2,12
global-busy,latency,global,propagate,96,a0,1048576,65536,1500,55,150000,96,100.0,0.00018265343999999823,0.1870371225599982,8.98193359375,0,0,0,0,0,9,84934656,0,49239.400939499465,57075.55828511738,64299.607554845825,65224.516626470046,40320.957653887555,40912.93261763685,41915.189522386645,41994.66042650377,89761.17477008613,97308.17818418429,104765.1013248366,105512.63539151578,195.05596394369786,303.09310421010014,1502.2105584780227,1542.905719422528,44001.972536061294,51452.85009977252,59189.704513654855,60296.57197256988,2,12
global-busy,shallow,global,propagate,96,a0,1048576,65536,1500,55,150000,96,100.0,4.146432e-05,0.04245946368,8.98193359375,0,0,0,0,0,10,94371840,0,60414.58756656521,72112.5156805096,78303.21617683054,78846.24012089863,40312.68236394615,40912.93261763685,41913.21169476758,41994.462643741856,101025.53842103643,112308.68536697965,118768.70994682136,119134.35888594438,192.73039885400794,302.3136375434242,1033.4790657355577,1154.7895301481988,39290.85450924268,42215.50924760137,44855.65714857056,45144.58492272161,3,15
global-busy,direct,global,propagate,96,a0,1048576,65536,1500,55,150000,96,33.333333333333336,0.0005473920000000065,0.5605294080000066,8.98193359375,0,0,0,0,0,23,217055232,0,213191.13114911586,380315.4300198762,407063.7893550143,407802.58093783056,40392.23725009743,40984.25704654898,41963.85477679002,42098.515448082544,253563.2696533461,420841.1975507493,447221.6747572051,448116.41363149753,215.95971753339836,750.8889610202532,3633.2116252937994,4112.974894585897,207902.09577111294,375203.1262785987,400910.58999638096,401970.98792148597,1,8
global-busy,shortest,global,propagate,96,a0,1048576,65536,1500,55,150000,96,33.333333333333336,0.0005473920000000065,0.5605294080000066,8.98193359375,0,0,0,0,0,23,217055232,0,213191.13114911586,380315.4300198762,407063.7893550143,407802.58093783056,40392.23725009743,40984.25704654898,41963.85477679002,42098.515448082544,253563.2696533461,420841.1975507493,447221.6747572051,448116.41363149753,215.95971753339836,750.8889610202532,3633.2116252937994,4112.974894585897,207902.09577111294,375203.1262785987,400910.58999638096,401970.98792148597,1,8
global-busy,cost,global,propagate,96,a0,1048576,65536,1500,55,150000,96,100.0,4.146432e-05,0.04245946368,8.98193359375,0,0,0,0,0,10,94371840,0,60414.58756656521,72112.5156805096,78303.21617683054,78846.24012089863,40312.68236394615,40912.93261763685,41913.21169476758,41994.462643741856,101025.53842103643,112308.68536697965,118768.70994682136,119134.35888594438,192.73039885400794,302.3136375434242,1033.4790657355577,1154.7895301481988,39290.85450924268,42215.50924760137,44855.65714857056,45144.58492272161,3,16
global-busy,bounded,global,propagate,96,a0,1048576,65536,1500,55,150000,96,100.0,4.146432e-05,0.04245946368,8.98193359375,0,0,0,0,0,10,94371840,0,60414.58756656521,72112.5156805096,78303.21617683054,78846.24012089863,40312.68236394615,40912.93261763685,41913.21169476758,41994.462643741856,101025.53842103643,112308.68536697965,118768.70994682136,119134.35888594438,192.73039885400794,302.3136375434242,1033.4790657355577,1154.7895301481988,39286.3039067949,42221.94472102706,44860.73873856378,45120.33328821993,3,15
global-small,balanced,global,propagate,384,a0,4096,65536,1500,5000,90000,384,100.0,1.01824000000001e-06,0.26692550656000263,10.625,0,0,0,0,0,128,4718592,0,40424.20813049273,41011.36714566956,42359.56586485333,43071.153795570106,40339.50100661209,40939.030367016334,42276.06916073298,42999.11675089172,80828.09713942613,81832.54076922771,82851.15256058048,83549.8536119848,46.82331505340426,54.37182998964772,69.67834200575466,76.02859911019958,35329.48058830049,35863.33693052502,36740.898344718415,36965.24736358636,2,12
global-small,latency,global,propagate,384,a0,4096,65536,1500,5000,90000,384,100.0,1.01824000000001e-06,0.26692550656000263,10.625,0,0,0,0,0,128,4718592,0,40424.20813049273,41011.36714566956,42359.56586485333,43071.153795570106,40339.50100661209,40939.030367016334,42276.06916073298,42999.11675089172,80828.09713942613,81832.54076922771,82851.15256058048,83549.8536119848,46.82331505340426,54.37182998964772,69.67834200575466,76.02859911019958,35329.48058830049,35863.33693052502,36740.898344718415,36965.24736358636,2,12
global-small,shallow,global,propagate,384,a0,4096,65536,1500,5000,90000,384,100.0,4.4991999999999835e-07,0.11794382847999957,10.625,0,0,0,0,0,128,4718592,0,46502.353639945235,47191.57238836687,48730.68230883351,49545.89610216428,40339.50100661209,40939.030367016334,42276.06916073298,42999.11675089172,86914.28381763728,88009.70883347717,89031.46403753456,89939.27346890626,46.57242123283231,54.07826876913477,68.90677133908328,75.71496200925404,35319.766002612014,35847.81640215457,36732.874347335375,36929.659047544534,3,15
global-small,direct,global,propagate,384,a0,4096,65536,1500,5000,90000,384,100.0,2.4863999999999767e-06,0.6517948415999939,10.625,0,0,0,0,0,128,4718592,0,40531.75750577561,41156.13331325233,42407.80897680157,43096.90715089172,40344.16660245013,40939.030367016334,42276.06916073298,42999.11675089172,80943.10485184274,81997.13010372873,82867.06357951656,83589.1359361138,47.92342203591773,60.719355871959486,81.631205804398,95.17222277914881,35465.673328893165,36048.28314761233,36890.06242445122,37094.15514086357,1,8
global-small,shortest,global,propagate,384,a0,4096,65536,1500,5000,90000,384,100.0,2.4863999999999767e-06,0.6517948415999939,10.625,0,0,0,0,0,128,4718592,0,40531.75750577561,41156.13331325233,42407.80897680157,43096.90715089172,40344.16660245013,40939.030367016334,42276.06916073298,42999.11675089172,80943.10485184274,81997.13010372873,82867.06357951656,83589.1359361138,47.92342203591773,60.719355871959486,81.631205804398,95.17222277914881,35465.673328893165,36048.28314761233,36890.06242445122,37094.15514086357,1,8
global-small,cost,global,propagate,384,a0,4096,65536,1500,5000,90000,384,100.0,4.4991999999999835e-07,0.11794382847999957,10.625,0,0,0,0,0,128,4718592,0,46502.353639945235,47191.57238836687,48730.68230883351,49545.89610216428,40339.50100661209,40939.030367016334,42276.06916073298,42999.11675089172,86914.28381763728,88009.70883347717,89031.46403753456,89939.27346890626,46.57242123283231,54.07826876913477,68.90677133908328,75.71496200925404,35319.766002612014,35847.81640215457,36732.874347335375,36929.659047544534,3,16
global-small,bounded,global,propagate,384,a0,4096,65536,1500,5000,90000,384,100.0,4.4991999999999835e-07,0.11794382847999957,10.625,0,0,0,0,0,128,4718592,0,46502.353639945235,47191.57238836687,48730.68230883351,49545.89610216428,40339.50100661209,40939.030367016334,42276.06916073298,42999.11675089172,86914.28381763728,88009.70883347717,89031.46403753456,89939.27346890626,46.57242123283231,54.07826876913477,68.90677133908328,75.71496200925404,35314.20865170017,35842.414157191684,36728.24714471842,36946.85033051969,3,15
edge-origin,balanced,global,propagate,96,edge,1048576,65536,1500,15,150000,96,100.0,3.554928000000023e-05,0.036402462720000237,10.10467529296875,0,0,0,0,0,5,52428800,0,55612.32500879938,59415.492481788504,63326.15587564431,64881.24260641602,45273.75656934595,45935.91859711788,46781.90185406153,47616.690802075194,98636.07225187321,101832.81529426493,108283.76558196844,108621.05751861427,12589.196594549721,13010.452312369132,13253.283891432813,13543.530980340525,19669.673607405275,22951.52341869811,27323.164869626584,29094.923481705497,3,18
edge-origin,latency,global,propagate,96,edge,1048576,65536,1500,15,150000,96,100.0,3.554928000000023e-05,0.036402462720000237,10.10467529296875,0,0,0,0,0,5,52428800,0,55612.32500879938,59415.492481788504,63326.15587564431,64881.24260641602,45273.75656934595,45935.91859711788,46781.90185406153,47616.690802075194,98636.07225187321,101832.81529426493,108283.76558196844,108621.05751861427,12589.196594549721,13010.452312369132,13253.283891432813,13543.530980340525,19669.673607405275,22951.52341869811,27323.164869626584,29094.923481705497,3,18
edge-origin,shallow,global,propagate,96,edge,1048576,65536,1500,15,150000,96,100.0,1.7900640000000707e-05,0.018330255360000724,10.10467529296875,0,0,0,0,0,5,52428800,0,56922.426383027574,64062.84188909887,73385.5550876842,74190.38356970531,45277.10338433558,45935.91859711788,46785.22222969484,47617.02283963853,102516.20023374155,109345.02312135289,119579.49932625423,119927.12213018535,12770.785837889707,13515.565124350163,14288.959542224398,14390.615981903102,23382.233094673982,30403.642885365523,38608.34473534084,40360.46194541948,2,15
edge-origin,direct,global,propagate,96,edge,1048576,65536,1500,15,150000,96,97.91666666666667,5.3197919999996547e-05,0.054474670079996464,10.10467529296875,0,0,0,0,0,6,62914560,0,91268.39853885293,134060.65233397883,158144.03828201976,161887.6280344611,45286.12134078686,45943.84908599837,46829.17927905341,47621.41854457438,136569.16587395413,179259.03825401774,204012.09474752517,207031.96381478867,13838.201157766976,18558.00479490374,22611.35324774594,22918.614087178754,57893.04642528802,100499.50744883157,124474.36321166887,128153.04020594394,1,9
edge-origin,shortest,global,propagate,96,edge,1048576,65536,1500,15,150000,96,97.91666666666667,5.3197919999996547e-05,0.054474670079996464,10.10467529296875,0,0,0,0,0,6,62914560,0,91268.39853885293,134060.65233397883,158144.03828201976,161887.6280344611,45286.12134078686,45943.84908599837,46829.17927905341,47621.41854457438,136569.16587395413,179259.03825401774,204012.09474752517,207031.96381478867,13838.201157766976,18558.00479490374,22611.35324774594,22918.614087178754,57893.04642528802,100499.50744883157,124474.36321166887,128153.04020594394,1,9
edge-origin,cost,global,propagate,96,edge,1048576,65536,1500,15,150000,96,100.0,1.7900640000000707e-05,0.018330255360000724,10.10467529296875,0,0,0,0,0,5,52428800,0,56998.97748945374,64143.44977278379,73460.66097665265,74268.97442320055,45277.10338433558,45935.91859711788,46785.22222969484,47617.02283963853,102590.20501824107,109425.63100503781,119654.60521522269,120005.71298368058,12770.785837889707,13515.565124350163,14288.959542224398,14390.615981903102,23382.233094673982,30403.642885365523,38608.34473534084,40360.46194541948,3,18
edge-origin,bounded,global,propagate,96,edge,1048576,65536,1500,15,150000,96,100.0,1.7900640000000707e-05,0.018330255360000724,10.10467529296875,0,0,0,0,0,5,52428800,0,56924.48088421487,64048.42274601071,73396.12016168269,74216.53197424821,45280.23552823323,45935.91859711788,46785.22222969484,47617.02283963853,102516.10928839941,109328.69921638025,119621.81456756897,119954.80395525308,12770.24628247181,13516.375779401562,14291.756135532236,14390.87943300743,23388.385718501115,30404.103811030393,38609.908452060066,40362.605864477584,2,15
US-residency,balanced,global,propagate,96,a0,1048576,65536,1500,30,90000,96,100.0,2.357375999999993e-05,0.02413953023999993,5.61370849609375,0,0,0,0,0,6,37748736,0,39420.45372678613,41544.55687884535,43350.79862305583,44070.77064024349,35292.22365949786,36008.8489931403,36652.107656555025,36730.32654105048,74895.37164650485,76673.99148967082,79412.54213880634,79652.52773859249,189.0552272639179,197.51437233344768,615.0073798816557,842.7808097407697,39228.099186449195,41351.42617013861,43155.799842161076,43818.70463127776,2,7
US-residency,latency,global,propagate,96,a0,1048576,65536,1500,30,90000,96,100.0,2.357375999999993e-05,0.02413953023999993,5.61370849609375,0,0,0,0,0,6,37748736,0,39420.45372678613,41544.55687884535,43350.79862305583,44070.77064024349,35292.22365949786,36008.8489931403,36652.107656555025,36730.32654105048,74895.37164650485,76673.99148967082,79412.54213880634,79652.52773859249,189.0552272639179,197.51437233344768,615.0073798816557,842.7808097407697,39228.099186449195,41351.42617013861,43155.799842161076,43818.70463127776,2,7
US-residency,shallow,global,propagate,96,a0,1048576,65536,1500,30,90000,96,100.0,2.357375999999993e-05,0.02413953023999993,5.61370849609375,0,0,0,0,0,6,37748736,0,39420.929342867224,41542.3873900419,43344.60721615949,44077.309068128634,35291.39378603178,36008.8489931403,36652.107656555025,36730.32654105048,74894.65690146154,76667.86006985602,79428.8862575519,79666.11557657979,189.0552272639179,197.51437233344768,615.0073798816557,842.7808097407697,39228.69015304139,41349.268847582134,43149.74411789581,43825.324435457456,2,7
US-residency,direct,global,propagate,96,a0,1048576,65536,1500,30,90000,96,100.0,7.063680000000257e-05,0.07233208320000263,5.61370849609375,0,0,0,0,0,6,37748736,0,47155.789756963146,56905.398833041356,69696.3043490331,70725.32421764097,35294.189786031784,36008.8489931403,36657.50365655497,36730.86614105048,82699.07318610931,92119.93857528083,104756.5939479403,106019.24962353522,189.75353897589957,212.93079290702008,1368.137513215631,1592.956063073919,47110.19205603894,56886.78886980006,69598.22018178187,70687.26534502026,1,5
US-residency,shortest,global,propagate,96,a0,1048576,65536,1500,30,90000,96,100.0,7.063680000000257e-05,0.07233208320000263,5.61370849609375,0,0,0,0,0,6,37748736,0,47155.789756963146,56905.398833041356,69696.3043490331,70725.32421764097,35294.189786031784,36008.8489931403,36657.50365655497,36730.86614105048,82699.07318610931,92119.93857528083,104756.5939479403,106019.24962353522,189.75353897589957,212.93079290702008,1368.137513215631,1592.956063073919,47110.19205603894,56886.78886980006,69598.22018178187,70687.26534502026,1,5
US-residency,cost,global,propagate,96,a0,1048576,65536,1500,30,90000,96,100.0,2.357375999999993e-05,0.02413953023999993,5.61370849609375,0,0,0,0,0,6,37748736,0,39496.27484406621,41617.71302726251,43416.902371475095,44119.390403074045,35291.39378603178,36008.8489931403,36652.107656555025,36730.32654105048,74969.52623388908,76742.24594277557,79501.1814128675,79708.1969115252,189.0552272639179,197.51437233344768,615.0073798816557,842.7808097407697,39228.69015304139,41349.268847582134,43149.74411789581,43825.324435457456,3,8
US-residency,bounded,global,propagate,96,a0,1048576,65536,1500,30,90000,96,100.0,2.357375999999993e-05,0.02413953023999993,5.61370849609375,0,0,0,0,0,6,37748736,0,39420.45372678613,41544.55687884535,43350.79862305583,44070.77064024349,35292.22365949786,36008.8489931403,36652.107656555025,36730.32654105048,74895.37164650485,76673.99148967082,79412.54213880634,79652.52773859249,189.0552272639179,197.51437233344768,615.0073798816557,842.7808097407697,39228.099186449195,41351.42617013861,43155.799842161076,43818.70463127776,2,7
global-tight-stretch,balanced,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,0.00018265343999999823,0.1870371225599982,8.98193359375,0,0,0,0,0,4,37748736,0,48189.58562628849,51567.57050833793,55521.867128226164,57547.78606547181,40309.418726102886,40912.93261763704,41915.18952238674,41994.66042650393,88642.65869800444,91885.8445181254,95549.82357093901,97624.22364733789,192.6072272634483,201.06637233303627,399.5274809836608,585.4695658452572,42973.310386447934,46816.926040083636,50727.86310768513,52282.56820274353,2,12
global-tight-stretch,latency,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,0.00018265343999999823,0.1870371225599982,8.98193359375,0,0,0,0,0,4,37748736,0,48189.58562628849,51567.57050833793,55521.867128226164,57547.78606547181,40309.418726102886,40912.93261763704,41915.18952238674,41994.66042650393,88642.65869800444,91885.8445181254,95549.82357093901,97624.22364733789,192.6072272634483,201.06637233303627,399.5274809836608,585.4695658452572,42973.310386447934,46816.926040083636,50727.86310768513,52282.56820274353,2,12
global-tight-stretch,shallow,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,4.146432e-05,0.04245946368,8.98193359375,0,0,0,0,0,5,47185920,0,56301.58146755493,61576.438764663064,67282.48782467097,69284.90749234169,40309.418726102886,40912.93261763704,41910.11836810108,41994.153311075366,96783.05531045538,101888.60613949841,107310.4442673838,109361.34507420777,192.5355108694057,198.0719311707071,387.1427580954827,387.9638415699729,39217.081892313494,40224.3878210737,41523.23922480418,42359.36305511365,3,15
global-tight-stretch,direct,global,propagate,96,a0,1048576,65536,1500,15,100000,96,95.83333333333333,0.0005473920000000058,0.560529408000006,8.98193359375,0,0,0,0,0,5,47185920,0,63372.655113682384,82706.96058057404,109496.05201920927,110512.54345306447,40309.418726102886,40912.93261763704,41921.40185450791,41995.28165971605,104138.47804227503,122972.57852490422,149962.06604660017,150810.07887705122,193.30553897540085,215.96661801298615,1424.9888016614466,1879.7145779141924,58263.89285603809,77955.73749227173,104398.87684128304,105711.56746562802,1,8
global-tight-stretch,shortest,global,propagate,96,a0,1048576,65536,1500,15,100000,96,95.83333333333333,0.0005473920000000058,0.560529408000006,8.98193359375,0,0,0,0,0,5,47185920,0,63372.655113682384,82706.96058057404,109496.05201920927,110512.54345306447,40309.418726102886,40912.93261763704,41921.40185450791,41995.28165971605,104138.47804227503,122972.57852490422,149962.06604660017,150810.07887705122,193.30553897540085,215.96661801298615,1424.9888016614466,1879.7145779141924,58263.89285603809,77955.73749227173,104398.87684128304,105711.56746562802,1,8
global-tight-stretch,cost,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,4.146432e-05,0.04245946368,8.98193359375,0,0,0,0,0,5,47185920,0,56301.58146755493,61576.438764663064,67282.48782467097,69284.90749234169,40309.418726102886,40912.93261763704,41910.11836810108,41994.153311075366,96783.05531045538,101888.60613949841,107310.4442673838,109361.34507420777,192.5593976045493,198.0719311707071,387.1427580954827,387.9638415699729,39217.081892313494,40224.3878210737,41523.23922480418,42359.36305511365,3,16
global-tight-stretch,bounded,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,0.00018265343999999823,0.1870371225599982,8.98193359375,0,0,0,0,0,4,37748736,0,48189.58562628849,51567.57050833793,55521.867128226164,57547.78606547181,40309.418726102886,40912.93261763704,41915.18952238674,41994.66042650393,88642.65869800444,91885.8445181254,95549.82357093901,97624.22364733789,192.6072272634483,201.06637233303627,399.5274809836608,585.4695658452572,42973.310386447934,46816.926040083636,50727.86310768513,52282.56820274353,2,12
global-loose-stretch,balanced,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,0.00018265343999999823,0.1870371225599982,8.98193359375,0,0,0,0,0,4,37748736,0,48189.58562628849,51567.57050833793,55521.867128226164,57547.78606547181,40309.418726102886,40912.93261763704,41915.18952238674,41994.66042650393,88642.65869800444,91885.8445181254,95549.82357093901,97624.22364733789,192.6072272634483,201.06637233303627,399.5274809836608,585.4695658452572,42973.310386447934,46816.926040083636,50727.86310768513,52282.56820274353,2,12
global-loose-stretch,latency,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,0.00018265343999999823,0.1870371225599982,8.98193359375,0,0,0,0,0,4,37748736,0,48189.58562628849,51567.57050833793,55521.867128226164,57547.78606547181,40309.418726102886,40912.93261763704,41915.18952238674,41994.66042650393,88642.65869800444,91885.8445181254,95549.82357093901,97624.22364733789,192.6072272634483,201.06637233303627,399.5274809836608,585.4695658452572,42973.310386447934,46816.926040083636,50727.86310768513,52282.56820274353,2,12
global-loose-stretch,shallow,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,4.146432e-05,0.04245946368,8.98193359375,0,0,0,0,0,5,47185920,0,56301.58146755493,61576.438764663064,67282.48782467097,69284.90749234169,40309.418726102886,40912.93261763704,41910.11836810108,41994.153311075366,96783.05531045538,101888.60613949841,107310.4442673838,109361.34507420777,192.5355108694057,198.0719311707071,387.1427580954827,387.9638415699729,39217.081892313494,40224.3878210737,41523.23922480418,42359.36305511365,3,15
global-loose-stretch,direct,global,propagate,96,a0,1048576,65536,1500,15,100000,96,95.83333333333333,0.0005473920000000058,0.560529408000006,8.98193359375,0,0,0,0,0,5,47185920,0,63372.655113682384,82706.96058057404,109496.05201920927,110512.54345306447,40309.418726102886,40912.93261763704,41921.40185450791,41995.28165971605,104138.47804227503,122972.57852490422,149962.06604660017,150810.07887705122,193.30553897540085,215.96661801298615,1424.9888016614466,1879.7145779141924,58263.89285603809,77955.73749227173,104398.87684128304,105711.56746562802,1,8
global-loose-stretch,shortest,global,propagate,96,a0,1048576,65536,1500,15,100000,96,95.83333333333333,0.0005473920000000058,0.560529408000006,8.98193359375,0,0,0,0,0,5,47185920,0,63372.655113682384,82706.96058057404,109496.05201920927,110512.54345306447,40309.418726102886,40912.93261763704,41921.40185450791,41995.28165971605,104138.47804227503,122972.57852490422,149962.06604660017,150810.07887705122,193.30553897540085,215.96661801298615,1424.9888016614466,1879.7145779141924,58263.89285603809,77955.73749227173,104398.87684128304,105711.56746562802,1,8
global-loose-stretch,cost,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,4.146432e-05,0.04245946368,8.98193359375,0,0,0,0,0,5,47185920,0,56301.58146755493,61576.438764663064,67282.48782467097,69284.90749234169,40309.418726102886,40912.93261763704,41910.11836810108,41994.153311075366,96783.05531045538,101888.60613949841,107310.4442673838,109361.34507420777,192.5593976045493,198.0719311707071,387.1427580954827,387.9638415699729,39217.081892313494,40224.3878210737,41523.23922480418,42359.36305511365,3,16
global-loose-stretch,bounded,global,propagate,96,a0,1048576,65536,1500,15,100000,96,100.0,4.146432e-05,0.04245946368,8.98193359375,0,0,0,0,0,5,47185920,0,56301.58146755493,61576.438764663064,67282.48782467097,69284.90749234169,40309.418726102886,40912.93261763704,41910.11836810108,41994.153311075366,96783.05531045538,101888.60613949841,107310.4442673838,109361.34507420777,192.5593976045493,198.0719311707071,387.1427580954827,387.9638415699729,39206.64673441724,40222.80278645555,41511.845209945306,42384.53742106688,3,15
fetch-1024,peer,fetch,fetch,384,a0,1024,65536,1500,2000,8000,384,100.0,3.520000000000008e-08,0.03690987520000008,1.71875,0,0,0,0,0,5,10240,0,259.98640471246836,264.9263518171283,268.9464042089632,270.9633084169577,,,,,389.4263225903778,396.54146195615397,405.9378293981018,409.39160482484044,259.98640471246836,264.9263518171283,268.9464042089632,270.9633084169577,259.98640471246836,264.9263518171283,268.9464042089632,270.9633084169577,1,1
fetch-1024,blob,fetch,fetch,384,blob,1024,65536,1500,2000,8000,384,100.0,4.00000000000001e-07,0.41943040000000104,1.71875,0,0,0,0,0,24,49152,0,6154.994593024462,6506.936529015778,6878.453891956396,7108.313346980076,,,,,7732.708857838417,8261.046252697106,8813.921582030896,9162.202155422934,6154.994593024462,6506.936529015778,6878.453891956396,7108.313346980076,6154.994593024462,6506.936529015778,6878.453891956396,7108.313346980076,1,1
fetch-1024,cheapest,fetch,fetch,384,a0,1024,65536,1500,2000,8000,384,100.0,3.520000000000008e-08,0.03690987520000008,1.71875,0,0,0,0,0,5,10240,0,259.98640471246836,264.9263518171283,268.9464042089632,270.9633084169577,,,,,389.4263225903778,396.54146195615397,405.9378293981018,409.39160482484044,259.98640471246836,264.9263518171283,268.9464042089632,270.9633084169577,259.98640471246836,264.9263518171283,268.9464042089632,270.9633084169577,1,1
fetch-1024,bounded-fetch,fetch,fetch,384,a0,1024,65536,1500,2000,8000,384,100.0,3.520000000000008e-08,0.03690987520000008,1.71875,0,0,0,0,0,5,10240,0,259.98640471246836,264.9263518171283,268.9464042089632,270.9633084169577,,,,,389.4263225903778,396.54146195615397,405.9378293981018,409.39160482484044,259.98640471246836,264.9263518171283,268.9464042089632,270.9633084169577,259.98640471246836,264.9263518171283,268.9464042089632,270.9633084169577,1,1
fetch-4096,peer,fetch,fetch,384,a0,4096,65536,1500,2000,8000,384,100.0,1.0623999999999992e-07,0.02785017855999998,1.296875,0,0,0,0,0,5,40960,0,265.0840047124766,269.97588584503103,274.0440042089629,276.06090841696596,,,,,394.5110494962935,401.5829477487008,411.0354293981028,414.4892048248487,265.0840047124766,269.97588584503103,274.0440042089629,276.06090841696596,265.0840047124766,269.97588584503103,274.0440042089629,276.06090841696596,1,1
fetch-4096,blob,fetch,fetch,384,blob,4096,65536,1500,2000,8000,384,100.0,4.00000000000001e-07,0.10485760000000026,1.296875,0,0,0,0,0,24,196608,0,6162.756193024466,6514.698129015782,6886.215491956401,7116.074946980075,,,,,7740.7585622216575,8268.807852697108,8821.683182030902,9169.963755422932,6162.756193024466,6514.698129015782,6886.215491956401,7116.074946980075,6162.756193024466,6514.698129015782,6886.215491956401,7116.074946980075,1,1
fetch-4096,cheapest,fetch,fetch,384,a0,4096,65536,1500,2000,8000,384,100.0,1.0623999999999992e-07,0.02785017855999998,1.296875,0,0,0,0,0,5,40960,0,265.0840047124766,269.97588584503103,274.0440042089629,276.06090841696596,,,,,394.5110494962935,401.5829477487008,411.0354293981028,414.4892048248487,265.0840047124766,269.97588584503103,274.0440042089629,276.06090841696596,265.0840047124766,269.97588584503103,274.0440042089629,276.06090841696596,1,1
fetch-4096,bounded-fetch,fetch,fetch,384,a0,4096,65536,1500,2000,8000,384,100.0,1.0623999999999992e-07,0.02785017855999998,1.296875,0,0,0,0,0,5,40960,0,265.0840047124766,269.97588584503103,274.0440042089629,276.06090841696596,,,,,394.5110494962935,401.5829477487008,411.0354293981028,414.4892048248487,265.0840047124766,269.97588584503103,274.0440042089629,276.06090841696596,265.0840047124766,269.97588584503103,274.0440042089629,276.06090841696596,1,1
